business_name,industry,city,state_code,state_name,address,phone,has_website,website_url,website_confidence,lead_score,source,created_at,notes
North Albany Exteriors,Roofing,Albany,NY,New York,"2828 Industrial Blvd, Albany, NY 51147",(917) 877-5655,True,,0.62,52,sweep_v25,2026-06-06T04:42:54.765401,Target for Modern Trade template demo
Royal Mechanical of Southlake,HVAC,Southlake,TX,Texas,"4610 Highland Ave, Southlake, TX 31849",(512) 948-6182,False,,0.93,100,sweep_v25,2026-06-06T04:42:54.765443,Target for Modern Trade template demo
Union Big Spring Italian Kitchen,Restaurant,Big Spring,TX,Texas,"1567 School St, Big Spring, TX 64253",(214) 223-9893,True,,0.83,41,sweep_v25,2026-06-06T04:42:54.765485,Target for Elegant Food template demo
Red Comfort Systems of Keller,HVAC,Keller,TX,Texas,"5929 1st Ave, Keller, TX 87262",(903) 612-1594,True,,0.72,55,sweep_v25,2026-06-06T04:42:54.765527,Target for Modern Trade template demo
Downtown Little Elm Eatery,Restaurant,Little Elm,TX,Texas,"7463 Elm St, Little Elm, TX 38754",(512) 278-4185,False,,0.94,83,sweep_v25,2026-06-06T04:42:54.765569,Target for Elegant Food template demo
Tri-State El Paso HVAC Solutions,HVAC,El Paso,TX,Texas,"5871 School St, El Paso, TX 49749",(361) 787-8914,False,,0.9,89,sweep_v25,2026-06-06T04:42:54.765611,Target for Modern Trade template demo
Pioneer Shingle & Siding of Allen,Roofing,Allen,TX,Texas,"2622 Main St, Allen, TX 62671",(940) 525-1539,False,,0.93,94,sweep_v25,2026-06-06T04:42:54.765652,Target for Modern Trade template demo
Salt Little Falls Bakery & Cafe,Restaurant,Little Falls,NY,New York,"9142 Water St, Little Falls, NY 54791",(347) 201-2554,True,,0.7,45,sweep_v25,2026-06-06T04:42:54.765694,Target for Elegant Food template demo
Valley North Tonawanda Roofing Company,Roofing,North Tonawanda,NY,New York,"3153 Elm St, North Tonawanda, NY 22902",(607) 703-1874,False,,0.82,90,sweep_v25,2026-06-06T04:42:54.765738,Target for Modern Trade template demo
West Mechanical of College Station,HVAC,College Station,TX,Texas,"2340 Innovation Blvd, College Station, TX 45115",(830) 992-6152,True,,0.75,56,sweep_v25,2026-06-06T04:42:54.765781,Target for Modern Trade template demo
Old Town Bistro & Bar,Restaurant,Dallas,TX,Texas,"1901 Cedar Ln, Dallas, TX 52492",(214) 243-8788,True,,0.66,55,sweep_v25,2026-06-06T04:42:54.765824,Target for Elegant Food template demo
Quality Chandler Comfort Systems,HVAC,Chandler,AZ,Arizona,"7740 School St, Chandler, AZ 98361",(623) 289-8547,True,,0.73,45,sweep_v25,2026-06-06T04:42:54.765865,Target for Modern Trade template demo
Five Kitchen,Restaurant,Jamestown,NY,New York,"1680 Park Ave, Jamestown, NY 59144",(646) 468-6314,True,,0.77,39,sweep_v25,2026-06-06T04:42:54.765907,Target for Elegant Food template demo
Universal Elmira AC & Heating,HVAC,Elmira,NY,New York,"4088 2nd St, Elmira, NY 73561",(914) 323-4289,True,,0.8,55,sweep_v25,2026-06-06T04:42:54.765953,Target for Modern Trade template demo
Pinnacle HVAC Solutions of Peoria,HVAC,Peoria,AZ,Arizona,"3208 Market St, Peoria, AZ 73442",(623) 807-6153,False,,0.81,83,sweep_v25,2026-06-06T04:42:54.765997,Target for Modern Trade template demo
Tri-State Yuma Heating & Cooling,HVAC,Yuma,AZ,Arizona,"417 Adams St, Yuma, AZ 95933",(520) 965-9442,False,,0.94,90,sweep_v25,2026-06-06T04:42:54.766039,Target for Modern Trade template demo
Payless Heating & Air of New York City,HVAC,New York City,NY,New York,"8386 Market St, New York City, NY 32795",(315) 461-8614,True,,0.78,44,sweep_v25,2026-06-06T04:42:54.766081,Target for Modern Trade template demo
JD Service Experts,HVAC,Carrollton,TX,Texas,"2590 Commerce St, Carrollton, TX 19270",(817) 295-9966,False,,0.84,85,sweep_v25,2026-06-06T04:42:54.766124,Target for Modern Trade template demo
Sun Saratoga Springs Italian Kitchen,Restaurant,Saratoga Springs,NY,New York,"2900 Market St, Saratoga Springs, NY 83706",(347) 942-6209,True,,0.89,50,sweep_v25,2026-06-06T04:42:54.766167,Target for Elegant Food template demo
Champion Troy Construction & Roofing,Roofing,Troy,NY,New York,"5520 Center St, Troy, NY 11156",(518) 433-1868,True,,0.72,52,sweep_v25,2026-06-06T04:42:54.766234,Target for Modern Trade template demo
AA Coppell Cooling Solutions,HVAC,Coppell,TX,Texas,"9599 Jackson Blvd, Coppell, TX 21638",(254) 365-9188,True,,0.83,56,sweep_v25,2026-06-06T04:42:54.766280,Target for Modern Trade template demo
One Hour Hornell Service Experts,HVAC,Hornell,NY,New York,"2404 Water St, Hornell, NY 18169",(646) 460-2090,True,,0.6,43,sweep_v25,2026-06-06T04:42:54.766322,Target for Modern Trade template demo
Service Mechanical of Pflugerville,HVAC,Pflugerville,TX,Texas,"5102 Highland Ave, Pflugerville, TX 21194",(713) 603-3074,True,,0.75,54,sweep_v25,2026-06-06T04:42:54.766365,Target for Modern Trade template demo
Empire Cooling & Heating of Jamestown,HVAC,Jamestown,NY,New York,"844 1st Ave, Jamestown, NY 88197",(347) 738-6875,True,,0.86,54,sweep_v25,2026-06-06T04:42:54.766406,Target for Modern Trade template demo
Economy Hudson Roof Specialists,Roofing,Hudson,NY,New York,"6575 School St, Hudson, NY 31842",(315) 511-1400,True,,0.61,52,sweep_v25,2026-06-06T04:42:54.766448,Target for Modern Trade template demo
Southwest Pizzeria,Restaurant,White Plains,NY,New York,"7186 Innovation Blvd, White Plains, NY 39013",(516) 338-6173,True,,0.73,50,sweep_v25,2026-06-06T04:42:54.766490,Target for Elegant Food template demo
One Kitchen,Restaurant,Mission,TX,Texas,"4713 Lake Dr, Mission, TX 13347",(469) 997-6191,True,,0.81,53,sweep_v25,2026-06-06T04:42:54.766532,Target for Elegant Food template demo
Silver Wickenburg Roofing Contractors,Roofing,Wickenburg,AZ,Arizona,"5834 1st Ave, Wickenburg, AZ 59783",(623) 972-9101,False,,0.92,93,sweep_v25,2026-06-06T04:42:54.766573,Target for Modern Trade template demo
Western Roofing Services,Roofing,Holbrook,AZ,Arizona,"8172 Spring St, Holbrook, AZ 57619",(602) 553-2765,True,,0.8,49,sweep_v25,2026-06-06T04:42:54.766619,Target for Modern Trade template demo
Big Exteriors of Pflugerville,Roofing,Pflugerville,TX,Texas,"9950 Hill St, Pflugerville, TX 57923",(737) 490-5715,True,,0.65,52,sweep_v25,2026-06-06T04:42:54.766660,Target for Modern Trade template demo
Pacific Cooling & Heating of Conroe,HVAC,Conroe,TX,Texas,"5815 Broadway, Conroe, TX 36025",(469) 252-1487,False,,0.75,88,sweep_v25,2026-06-06T04:42:54.766702,Target for Modern Trade template demo
Noble Roofing Solutions of Pearland,Roofing,Pearland,TX,Texas,"6436 2nd St, Pearland, TX 91601",(713) 301-3822,True,,0.74,52,sweep_v25,2026-06-06T04:42:54.766778,Target for Modern Trade template demo
Total Kyle Air & Heating,HVAC,Kyle,TX,Texas,"6433 Elm St, Kyle, TX 82690",(325) 975-9757,False,,0.86,85,sweep_v25,2026-06-06T04:42:54.766825,Target for Modern Trade template demo
Great BBQ & Grill,Restaurant,Norwich,NY,New York,"9232 State St, Norwich, NY 77515",(518) 281-8146,True,,0.71,44,sweep_v25,2026-06-06T04:42:54.766868,Target for Elegant Food template demo
Iron Apache Junction Home Improvements,Roofing,Apache Junction,AZ,Arizona,"3907 Lincoln Ave, Apache Junction, AZ 14285",(602) 723-6027,True,,0.77,58,sweep_v25,2026-06-06T04:42:54.766911,Target for Modern Trade template demo
Right Roofing & Construction,Roofing,Tonawanda,NY,New York,"6487 Hamilton Ave, Tonawanda, NY 30300",(718) 881-1421,False,,0.93,100,sweep_v25,2026-06-06T04:42:54.766956,Target for Modern Trade template demo
Seven Kitchen,Restaurant,Coppell,TX,Texas,"2999 Washington Blvd, Coppell, TX 84616",(915) 475-1707,True,,0.81,42,sweep_v25,2026-06-06T04:42:54.766998,Target for Elegant Food template demo
Elite Metal Roofing of White Plains,Roofing,White Plains,NY,New York,"9984 Jefferson Dr, White Plains, NY 92047",(212) 902-5963,False,,0.77,97,sweep_v25,2026-06-06T04:42:54.767040,Target for Modern Trade template demo
Lone Star BBQ & Grill,Restaurant,North Richland Hills,TX,Texas,"4445 Veterans Blvd, North Richland Hills, TX 41442",(903) 255-1006,False,,0.83,82,sweep_v25,2026-06-06T04:42:54.767085,Target for Elegant Food template demo
Royal Denton Diner,Restaurant,Denton,TX,Texas,"3069 Washington Blvd, Denton, TX 19195",(210) 899-3769,True,,0.79,48,sweep_v25,2026-06-06T04:42:54.767127,Target for Elegant Food template demo
Crown Corpus Christi Roofing & Construction,Roofing,Corpus Christi,TX,Texas,"6435 Innovation Blvd, Corpus Christi, TX 59552",(956) 335-4497,False,,0.79,95,sweep_v25,2026-06-06T04:42:54.767169,Target for Modern Trade template demo
King HVAC of Bedford,HVAC,Bedford,TX,Texas,"8625 3rd St, Bedford, TX 66885",(817) 525-5800,False,,0.77,95,sweep_v25,2026-06-06T04:42:54.767236,Target for Modern Trade template demo
Valley Casa Grande AC & Heating,HVAC,Casa Grande,AZ,Arizona,"1457 Sunset Blvd, Casa Grande, AZ 90641",(520) 968-8324,False,,0.81,98,sweep_v25,2026-06-06T04:42:54.767282,Target for Modern Trade template demo
West Fort Worth Cafe & Grill,Restaurant,Fort Worth,TX,Texas,"3718 Industrial Blvd, Fort Worth, TX 33134",(281) 950-1732,True,,0.78,40,sweep_v25,2026-06-06T04:42:54.767324,Target for Elegant Food template demo
Santa Fe Clifton Eatery,Restaurant,Clifton,AZ,Arizona,"6303 Lake Dr, Clifton, AZ 48867",(480) 315-8435,True,,0.68,49,sweep_v25,2026-06-06T04:42:54.767371,Target for Elegant Food template demo
Desert Del Rio Air & Heating,HVAC,Del Rio,TX,Texas,"8107 Main St, Del Rio, TX 77030",(979) 414-5960,False,,0.82,96,sweep_v25,2026-06-06T04:42:54.767419,Target for Modern Trade template demo
Payless Air & Heating,HVAC,Amarillo,TX,Texas,"5123 Enterprise Rd, Amarillo, TX 13553",(936) 483-3248,True,,0.85,56,sweep_v25,2026-06-06T04:42:54.767477,Target for Modern Trade template demo
Iron Construction & Roofing of Conroe,Roofing,Conroe,TX,Texas,"9127 Church St, Conroe, TX 60620",(713) 733-2902,False,,0.93,100,sweep_v25,2026-06-06T04:42:54.767535,Target for Modern Trade template demo
Sun Bakery & Cafe,Restaurant,Allen,TX,Texas,"2858 2nd St, Allen, TX 82222",(432) 658-1713,True,,0.84,40,sweep_v25,2026-06-06T04:42:54.767596,Target for Elegant Food template demo
A1 Metal Roofing,Roofing,Paris,TX,Texas,"9669 Veterans Blvd, Paris, TX 54574",(254) 752-7479,True,,0.72,61,sweep_v25,2026-06-06T04:42:54.767653,Target for Modern Trade template demo
Famous Round Rock Sushi Bar,Restaurant,Round Rock,TX,Texas,"4111 Commerce St, Round Rock, TX 89822",(409) 263-3393,False,,0.86,91,sweep_v25,2026-06-06T04:42:54.767711,Target for Elegant Food template demo
Royal Greenville Sushi Bar,Restaurant,Greenville,TX,Texas,"3486 Industrial Blvd, Greenville, TX 79020",(806) 621-2651,False,,0.93,85,sweep_v25,2026-06-06T04:42:54.767768,Target for Elegant Food template demo
Texas Roofers of Little Elm,Roofing,Little Elm,TX,Texas,"2310 Market St, Little Elm, TX 78986",(830) 351-6791,False,,0.87,100,sweep_v25,2026-06-06T04:42:54.767828,Target for Modern Trade template demo
Mountain Missouri City Pizzeria,Restaurant,Missouri City,TX,Texas,"1435 Jackson Blvd, Missouri City, TX 77421",(940) 953-8163,True,,0.89,40,sweep_v25,2026-06-06T04:42:54.767872,Target for Elegant Food template demo
Champion Roofing Contractors,Roofing,Ogdensburg,NY,New York,"3256 Enterprise Rd, Ogdensburg, NY 31402",(516) 377-1738,False,,0.8,91,sweep_v25,2026-06-06T04:42:54.767914,Target for Modern Trade template demo
City Rome Roofing Contractors,Roofing,Rome,NY,New York,"5870 Madison Ave, Rome, NY 72797",(585) 719-3429,False,,0.94,100,sweep_v25,2026-06-06T04:42:54.767961,Target for Modern Trade template demo
Harbor Mount Vernon Pizza & Pasta,Restaurant,Mount Vernon,NY,New York,"2254 3rd St, Mount Vernon, NY 38280",(917) 922-2436,True,,0.62,51,sweep_v25,2026-06-06T04:42:54.768003,Target for Elegant Food template demo
Top Chino Valley Pizza & Pasta,Restaurant,Chino Valley,AZ,Arizona,"5191 Market St, Chino Valley, AZ 93486",(480) 905-7477,True,,0.89,39,sweep_v25,2026-06-06T04:42:54.768045,Target for Elegant Food template demo
Sun Middletown Exteriors,Roofing,Middletown,NY,New York,"8460 Sunset Blvd, Middletown, NY 58835",(845) 409-5946,True,,0.72,59,sweep_v25,2026-06-06T04:42:54.768091,Target for Modern Trade template demo
First Steakhouse,Restaurant,Schenectady,NY,New York,"8858 Adams St, Schenectady, NY 63807",(914) 725-5562,True,,0.75,47,sweep_v25,2026-06-06T04:42:54.768132,Target for Elegant Food template demo
Express HVAC Services of Rochester,HVAC,Rochester,NY,New York,"8897 3rd St, Rochester, NY 16681",(845) 807-6038,True,,0.73,44,sweep_v25,2026-06-06T04:42:54.768174,Target for Modern Trade template demo
Total Norwich Construction & Roofing,Roofing,Norwich,NY,New York,"3827 Valley Blvd, Norwich, NY 28427",(516) 976-4071,False,,0.95,99,sweep_v25,2026-06-06T04:42:54.768240,Target for Modern Trade template demo
Total Newburgh Construction & Roofing,Roofing,Newburgh,NY,New York,"9362 Market St, Newburgh, NY 76075",(347) 397-5795,False,,0.87,92,sweep_v25,2026-06-06T04:42:54.768287,Target for Modern Trade template demo
Express Scottsdale Roofing Company,Roofing,Scottsdale,AZ,Arizona,"4322 3rd St, Scottsdale, AZ 27280",(623) 492-6649,True,,0.67,59,sweep_v25,2026-06-06T04:42:54.768329,Target for Modern Trade template demo
The Kitchen,Restaurant,Niagara Falls,NY,New York,"2382 2nd St, Niagara Falls, NY 69657",(646) 429-9984,False,,0.87,83,sweep_v25,2026-06-06T04:42:54.768371,Target for Elegant Food template demo
Smart Brownsville AC & Heating,HVAC,Brownsville,TX,Texas,"5514 Madison Ave, Brownsville, TX 82397",(254) 323-5135,True,,0.9,58,sweep_v25,2026-06-06T04:42:54.768414,Target for Modern Trade template demo
Steadfast Roofing & Remodeling of Watertown,Roofing,Watertown,NY,New York,"840 Monroe Ave, Watertown, NY 51035",(646) 718-2833,False,,0.92,100,sweep_v25,2026-06-06T04:42:54.768458,Target for Modern Trade template demo
Harbor Prescott Kitchen,Restaurant,Prescott,AZ,Arizona,"3221 River Rd, Prescott, AZ 56174",(928) 421-3102,True,,0.71,43,sweep_v25,2026-06-06T04:42:54.768501,Target for Elegant Food template demo
Empire AC & Heating of Little Elm,HVAC,Little Elm,TX,Texas,"3319 Enterprise Rd, Little Elm, TX 94667",(210) 454-2778,True,,0.88,49,sweep_v25,2026-06-06T04:42:54.768546,Target for Modern Trade template demo
Lone Star Roofing Services,Roofing,Nogales,AZ,Arizona,"7339 Highland Ave, Nogales, AZ 43954",(480) 716-2570,False,,0.73,100,sweep_v25,2026-06-06T04:42:54.768588,Target for Modern Trade template demo
Highland BBQ & Grill,Restaurant,Salamanca,NY,New York,"1930 Main St, Salamanca, NY 83970",(212) 964-9610,True,,0.68,51,sweep_v25,2026-06-06T04:42:54.768630,Target for Elegant Food template demo
High Desert HVAC Solutions,HVAC,Euless,TX,Texas,"6512 Jefferson Dr, Euless, TX 13726",(903) 471-6317,True,,0.74,59,sweep_v25,2026-06-06T04:42:54.768671,Target for Modern Trade template demo
Port Carrollton Taqueria,Restaurant,Carrollton,TX,Texas,"9878 Veterans Blvd, Carrollton, TX 18687",(214) 275-2438,False,,0.89,92,sweep_v25,2026-06-06T04:42:54.768715,Target for Elegant Food template demo
Highland San Marcos Restaurant,Restaurant,San Marcos,TX,Texas,"2699 Jefferson Dr, San Marcos, TX 52541",(214) 693-8296,True,,0.89,44,sweep_v25,2026-06-06T04:42:54.768758,Target for Elegant Food template demo
AAA Farmers Branch Roofers,Roofing,Farmers Branch,TX,Texas,"7693 Maple Dr, Farmers Branch, TX 27296",(726) 243-7569,False,,0.73,95,sweep_v25,2026-06-06T04:42:54.768800,Target for Modern Trade template demo
Top Roofing & Remodeling of Bedford,Roofing,Bedford,TX,Texas,"3042 Water St, Bedford, TX 12143",(682) 660-4212,True,,0.87,58,sweep_v25,2026-06-06T04:42:54.768841,Target for Modern Trade template demo
Top Harlingen Diner,Restaurant,Harlingen,TX,Texas,"3755 Madison Ave, Harlingen, TX 82854",(956) 378-2707,False,,0.89,88,sweep_v25,2026-06-06T04:42:54.768883,Target for Elegant Food template demo
Town Oswego Bistro & Bar,Restaurant,Oswego,NY,New York,"2137 Technology Dr, Oswego, NY 51268",(585) 360-6631,False,,0.79,89,sweep_v25,2026-06-06T04:42:54.768929,Target for Elegant Food template demo
United Allen Service Experts,HVAC,Allen,TX,Texas,"7039 Enterprise Rd, Allen, TX 49244",(936) 993-2737,False,,0.92,86,sweep_v25,2026-06-06T04:42:54.768975,Target for Modern Trade template demo
National Grand Prairie Cooling & Heating,HVAC,Grand Prairie,TX,Texas,"9627 River Rd, Grand Prairie, TX 78759",(254) 844-1975,True,,0.61,60,sweep_v25,2026-06-06T04:42:54.769033,Target for Modern Trade template demo
Arrow AC & Heating of DeSoto,HVAC,DeSoto,TX,Texas,"2040 Water St, DeSoto, TX 12306",(682) 852-5351,True,,0.78,58,sweep_v25,2026-06-06T04:42:54.769091,Target for Modern Trade template demo
King Mesquite AC & Heating,HVAC,Mesquite,TX,Texas,"3459 School St, Mesquite, TX 16184",(903) 303-3881,False,,0.82,99,sweep_v25,2026-06-06T04:42:54.769147,Target for Modern Trade template demo
Capital Roofing of Paradise Valley,Roofing,Paradise Valley,AZ,Arizona,"9980 River Rd, Paradise Valley, AZ 87546",(623) 305-5894,True,,0.89,57,sweep_v25,2026-06-06T04:42:54.769191,Target for Modern Trade template demo
City Eatery,Restaurant,Georgetown,TX,Texas,"8362 Franklin St, Georgetown, TX 68775",(806) 424-2604,False,,0.77,93,sweep_v25,2026-06-06T04:42:54.769261,Target for Elegant Food template demo
Fork & Mexican Grill,Restaurant,Lancaster,TX,Texas,"1919 Center St, Lancaster, TX 71994",(409) 584-7426,True,,0.8,52,sweep_v25,2026-06-06T04:42:54.769305,Target for Elegant Food template demo
Supreme Roofing Services,Roofing,Sherman,TX,Texas,"1514 State St, Sherman, TX 99710",(972) 355-4646,True,,0.86,52,sweep_v25,2026-06-06T04:42:54.769349,Target for Modern Trade template demo
Texas Lewisville Air Systems,HVAC,Lewisville,TX,Texas,"1130 Technology Dr, Lewisville, TX 14289",(512) 360-5005,True,,0.73,45,sweep_v25,2026-06-06T04:42:54.769390,Target for Modern Trade template demo
Downtown Pizzeria,Restaurant,Hurst,TX,Texas,"4128 Park Ave, Hurst, TX 26475",(817) 685-4892,True,,0.89,46,sweep_v25,2026-06-06T04:42:54.769437,Target for Elegant Food template demo
Tri-State Cooling & Heating of Midland,HVAC,Midland,TX,Texas,"2515 Maple Dr, Midland, TX 83730",(830) 935-9323,False,,0.73,88,sweep_v25,2026-06-06T04:42:54.769480,Target for Modern Trade template demo
Victory Exteriors of Florence,Roofing,Florence,AZ,Arizona,"8026 Hamilton Ave, Florence, AZ 91113",(520) 349-9492,True,,0.81,58,sweep_v25,2026-06-06T04:42:54.769523,Target for Modern Trade template demo
Old Utica BBQ & Grill,Restaurant,Utica,NY,New York,"6406 Church St, Utica, NY 12462",(518) 919-3151,True,,0.89,40,sweep_v25,2026-06-06T04:42:54.769565,Target for Elegant Food template demo
Five Plattsburgh Mexican Grill,Restaurant,Plattsburgh,NY,New York,"2844 Adams St, Plattsburgh, NY 71519",(845) 976-7846,True,,0.72,52,sweep_v25,2026-06-06T04:42:54.769606,Target for Elegant Food template demo
Great Casa Grande Italian Kitchen,Restaurant,Casa Grande,AZ,Arizona,"8934 Oak Ave, Casa Grande, AZ 40879",(928) 860-5373,False,,0.84,82,sweep_v25,2026-06-06T04:42:54.769648,Target for Elegant Food template demo
Reliable Air & Heating of New Rochelle,HVAC,New Rochelle,NY,New York,"3749 Lincoln Ave, New Rochelle, NY 75764",(716) 913-4319,False,,0.73,97,sweep_v25,2026-06-06T04:42:54.769690,Target for Modern Trade template demo
Little Kitchen,Restaurant,Page,AZ,Arizona,"1810 Innovation Blvd, Page, AZ 82041",(602) 822-3380,False,,0.93,84,sweep_v25,2026-06-06T04:42:54.769732,Target for Elegant Food template demo
Red Amsterdam Roofing Company,Roofing,Amsterdam,NY,New York,"8341 Technology Dr, Amsterdam, NY 96909",(917) 641-7300,True,,0.64,48,sweep_v25,2026-06-06T04:42:54.769774,Target for Modern Trade template demo
Olive League City Steakhouse,Restaurant,League City,TX,Texas,"9952 Technology Dr, League City, TX 82220",(409) 489-2581,False,,0.76,91,sweep_v25,2026-06-06T04:42:54.769815,Target for Elegant Food template demo
Atlas Scottsdale HVAC,HVAC,Scottsdale,AZ,Arizona,"5873 Sunset Blvd, Scottsdale, AZ 80609",(520) 458-5404,True,,0.9,50,sweep_v25,2026-06-06T04:42:54.769857,Target for Modern Trade template demo
